Flight_ID,Date,Route,Aircraft_Type,Passengers,Ticket_Price_USD,Delay_Minutes,Weather_Condition,Maintenance_Status,Customer_Satisfaction_Score
FL08080,2025-05-30,BOM-LHR,Boeing 777,360,665.62,18,Fog,Delayed,3
FL08081,2025-10-08,JFK-LHR,Boeing 787,131,433.75,8,Clear,Routine,3
FL08082,2025-04-26,DXB-LHR,Boeing 777,63,1341.82,1,Rain,Routine,3
FL08083,2025-04-06,BOM-LHR,Boeing 787,105,515.16,3,Clear,Delayed,1
FL08084,2025-06-02,JFK-CDG,Airbus A350,391,617.54,8,Rain,Cleared,5
FL08085,2025-05-25,DEL-SFO,Airbus A320,331,1133.24,93,Clear,Routine,1
FL08086,2025-05-22,BOM-LHR,Airbus A380,248,1104.44,84,Clear,Routine,3
FL08087,2025-05-14,DXB-LHR,Airbus A350,397,1250.5,43,Clear,Delayed,1
FL08088,2025-07-12,JFK-LHR,Boeing 787,215,479.83,6,Clear,Routine,1
FL08089,2025-08-29,JFK-LHR,Boeing 777,341,690.35,14,Snow,Routine,3
FL08090,2025-03-18,DEL-SFO,Airbus A380,195,407.35,14,Snow,Routine,1
FL08091,2025-02-07,BOM-LHR,Airbus A320,127,926.3,12,Clear,Routine,3
FL08092,2025-07-07,DXB-LHR,Airbus A350,161,615.71,1,Clear,Routine,1
FL08093,2025-06-19,SFO-HND,Airbus A320,72,1111.17,19,Clear,Routine,5
FL08094,2025-02-06,JFK-CDG,Boeing 787,165,250.43,1,Clear,Routine,5
FL08095,2025-06-06,JFK-CDG,Airbus A320,191,324.6,40,Clear,Delayed,2
FL08096,2025-03-25,DXB-LHR,Boeing 777,246,790.7,29,Clear,Routine,5
FL08097,2025-05-14,SFO-HND,Airbus A350,327,1447.73,10,Snow,Delayed,3
FL08098,2025-01-07,JFK-LHR,Airbus A350,77,1363.56,26,Clear,Cleared,4
FL08099,2025-05-16,DEL-SFO,Boeing 777,348,1492.51,6,Snow,Cleared,4
FL08100,2025-04-30,SIN-SYD,Airbus A320,125,771.04,7,Snow,Routine,2
FL08101,2025-03-25,SIN-SYD,Boeing 777,67,308.21,9,Clear,Routine,5
FL08102,2025-05-22,DEL-SFO,Airbus A380,149,632.45,39,Clear,Routine,3
FL08103,2025-07-26,DXB-LHR,Boeing 777,173,1094.71,5,Fog,Routine,4
FL08104,2025-11-29,SFO-HND,Airbus A320,341,418.95,20,Clear,Delayed,5
FL08105,2025-11-25,SFO-HND,Boeing 777,174,624.97,5,Clear,Routine,2
FL08106,2025-01-18,JFK-CDG,Boeing 787,56,320.21,8,Fog,Cleared,4
FL08107,2025-04-11,JFK-LHR,Boeing 777,72,843.71,6,Clear,Routine,2
FL08108,2025-09-08,BOM-LHR,Boeing 777,211,511.15,25,Rain,Routine,4
FL08109,2025-09-24,SFO-HND,Airbus A320,166,364.06,18,Clear,Routine,1
FL08110,2025-02-19,DEL-SFO,Airbus A380,70,764.02,31,Storm,Routine,1
FL08111,2025-01-30,BOM-LHR,Airbus A380,301,689.03,6,Snow,Routine,1
FL08112,2025-08-01,SIN-SYD,Airbus A320,375,921.9,0,Clear,Routine,2
FL08113,2025-05-23,BOM-LHR,Airbus A320,358,1186.3,28,Rain,Cleared,3
FL08114,2025-04-18,JFK-LHR,Airbus A320,133,390.71,3,Snow,Cleared,3
FL08115,2025-10-20,DEL-SFO,Boeing 787,90,1238.91,7,Clear,Routine,1
FL08116,2025-01-13,JFK-LHR,Airbus A350,252,282.86,9,Fog,Routine,2
FL08117,2025-10-28,BOM-LHR,Boeing 777,177,803.88,34,Clear,Routine,4
FL08118,2025-12-09,DXB-LHR,Airbus A320,191,984.29,24,Fog,Routine,1
FL08119,2025-11-05,SFO-HND,Airbus A320,393,1446.25,5,Clear,Routine,1
FL08120,2025-08-24,DEL-SFO,Airbus A320,152,967.4,22,Clear,Routine,1
FL08121,2025-01-04,DXB-LHR,Airbus A380,156,448.44,30,Clear,Routine,2
FL08122,2025-03-06,BOM-LHR,Airbus A320,66,896.93,12,Clear,Routine,3
FL08123,2025-10-26,SFO-HND,Boeing 777,74,744.73,7,Fog,Urgent,1
FL08124,2025-05-31,JFK-CDG,Airbus A320,113,849.19,28,Clear,Routine,1
FL08125,2025-05-09,DXB-LHR,Boeing 777,391,496.37,23,Clear,Routine,3
FL08126,2025-01-05,DXB-LHR,Boeing 787,286,876.03,2,Clear,Delayed,3
FL08127,2025-09-23,BOM-LHR,Airbus A350,225,437.55,27,Clear,Cleared,5
FL08128,2025-04-17,SIN-SYD,Airbus A380,340,1180.05,16,Clear,Delayed,1
FL08129,2025-06-15,BOM-LHR,Boeing 777,342,992.38,34,Clear,Routine,4
FL08130,2025-11-14,DXB-LHR,Boeing 787,360,348.16,5,Fog,Delayed,5
FL08131,2025-01-02,SFO-HND,Airbus A350,205,1362.02,7,Clear,Cleared,4
FL08132,2025-04-05,SIN-SYD,Airbus A350,102,1020.47,19,Storm,Urgent,2
FL08133,2025-01-31,BOM-LHR,Airbus A350,122,645.13,16,Rain,Routine,5
FL08134,2025-08-28,DEL-SFO,Boeing 777,232,307.05,12,Clear,Routine,2
FL08135,2025-11-29,BOM-LHR,Boeing 787,238,1040.28,34,Fog,Delayed,5
FL08136,2025-03-29,DXB-LHR,Airbus A320,62,716.8,20,Clear,Routine,5
FL08137,2025-05-20,DXB-LHR,Boeing 787,96,1384.52,30,Clear,Routine,3
FL08138,2025-05-12,JFK-CDG,Boeing 787,209,293.6,4,Clear,Routine,1
FL08139,2025-05-12,BOM-LHR,Boeing 787,333,298.88,32,Clear,Routine,3
FL08140,2025-01-10,DXB-LHR,Boeing 777,102,1436.62,15,Clear,Routine,3
FL08141,2025-06-30,DEL-SFO,Boeing 777,336,1456.09,0,Rain,Routine,3
FL08142,2025-03-09,JFK-LHR,Boeing 777,57,284.68,6,Fog,Delayed,4
FL08143,2025-06-13,SIN-SYD,Boeing 787,121,1145.04,0,Rain,Routine,2
FL08144,2025-04-27,JFK-LHR,Boeing 777,147,526.87,15,Clear,Routine,4
FL08145,2025-07-06,SIN-SYD,Airbus A350,136,1126.74,9,Rain,Urgent,5
FL08146,2025-02-06,DEL-SFO,Boeing 777,379,1335.92,109,Fog,Routine,2
FL08147,2025-09-12,BOM-LHR,Airbus A380,150,376.04,50,Clear,Routine,1
FL08148,2025-01-03,JFK-CDG,Boeing 777,330,548.46,43,Clear,Routine,3
FL08149,2025-12-07,DXB-LHR,Boeing 777,338,280.1,17,Clear,Routine,4
FL08150,2025-01-19,DXB-LHR,Boeing 777,286,304.79,41,Clear,Cleared,2
FL08151,2025-11-19,DXB-LHR,Boeing 777,245,287.02,7,Rain,Delayed,4
FL08152,2025-10-29,BOM-LHR,Airbus A380,146,1250.85,20,Rain,Routine,3
FL08153,2025-12-08,SIN-SYD,Airbus A320,145,622.87,12,Clear,Routine,2
FL08154,2025-05-19,DEL-SFO,Boeing 777,310,866.51,4,Rain,Routine,1
FL08155,2025-05-27,DXB-LHR,Airbus A350,170,1234.81,1,Rain,Routine,4
FL08156,2025-11-04,JFK-LHR,Airbus A380,322,868.68,20,Rain,Routine,4
FL08157,2025-05-31,DXB-LHR,Airbus A320,381,786.5,2,Clear,Urgent,5
FL08158,2025-03-23,BOM-LHR,Boeing 777,101,264.47,31,Clear,Routine,2
FL08159,2025-03-07,DEL-SFO,Airbus A320,367,960.05,63,Clear,Routine,3
FL08160,2025-11-01,JFK-CDG,Airbus A350,212,405.93,4,Storm,Routine,4
FL08161,2025-10-24,DEL-SFO,Airbus A380,239,1205.81,15,Snow,Routine,1
FL08162,2025-07-01,JFK-LHR,Airbus A380,326,572.17,33,Clear,Routine,4
FL08163,2025-02-20,DXB-LHR,Airbus A320,134,1092.73,8,Clear,Routine,4
FL08164,2025-10-13,DXB-LHR,Boeing 777,243,1057.78,63,Snow,Delayed,1
FL08165,2025-10-19,SFO-HND,Boeing 787,230,1020.84,54,Clear,Routine,4
FL08166,2025-09-01,SIN-SYD,Airbus A380,70,583.69,2,Clear,Routine,1
FL08167,2025-04-15,JFK-LHR,Boeing 787,252,583.86,0,Clear,Routine,5
FL08168,2025-10-27,SFO-HND,Airbus A380,251,1328.81,93,Clear,Urgent,1
FL08169,2025-01-23,DEL-SFO,Boeing 777,200,266.01,78,Clear,Routine,1
FL08170,2025-11-19,JFK-CDG,Boeing 777,208,476.9,13,Clear,Delayed,2
FL08171,2025-10-25,SIN-SYD,Airbus A380,359,1012.71,1,Rain,Routine,1
FL08172,2025-10-09,JFK-LHR,Airbus A320,75,1271.31,24,Fog,Delayed,5
FL08173,2025-11-10,DXB-LHR,Boeing 777,358,697.93,8,Clear,Routine,3
FL08174,2025-08-05,DEL-SFO,Boeing 777,115,1066.8,69,Clear,Routine,4
FL08175,2025-07-05,JFK-LHR,Airbus A350,312,946.45,39,Clear,Cleared,2
FL08176,2025-06-20,DXB-LHR,Boeing 777,216,330.68,26,Clear,Routine,2
FL08177,2025-06-26,SIN-SYD,Airbus A350,337,1027.19,8,Rain,Routine,4
FL08178,2025-03-16,DXB-LHR,Boeing 777,203,1267.38,30,Clear,Routine,3
FL08179,2025-03-21,JFK-CDG,Boeing 777,392,1490.56,8,Clear,Cleared,5
FL08180,2025-12-28,DEL-SFO,Airbus A320,255,287.05,0,Rain,Routine,5
FL08181,2025-10-11,BOM-LHR,Airbus A320,202,1075.07,17,Snow,Routine,1
FL08182,2025-08-02,DXB-LHR,Boeing 777,233,768.19,16,Clear,Routine,3
FL08183,2025-03-29,JFK-CDG,Airbus A380,208,262.23,35,Clear,Routine,5
FL08184,2025-01-03,BOM-LHR,Airbus A380,243,1017.95,50,Clear,Routine,3
FL08185,2025-11-03,DEL-SFO,Boeing 777,51,403.03,10,Clear,Routine,3
FL08186,2025-02-19,SIN-SYD,Airbus A380,264,723.21,14,Clear,Routine,5
FL08187,2025-12-08,SIN-SYD,Boeing 777,224,576.71,15,Snow,Routine,2
FL08188,2025-06-29,DEL-SFO,Airbus A320,124,701.45,9,Clear,Cleared,1
FL08189,2025-09-25,DEL-SFO,Boeing 787,334,865.87,34,Storm,Routine,1
FL08190,2025-10-17,JFK-LHR,Airbus A350,176,699.01,18,Rain,Routine,3
FL08191,2025-06-07,JFK-CDG,Airbus A380,98,940.91,61,Clear,Urgent,2
FL08192,2025-09-24,JFK-CDG,Airbus A380,81,548.31,26,Clear,Routine,1
FL08193,2025-06-30,DEL-SFO,Airbus A320,207,1044.2,5,Rain,Routine,4
FL08194,2025-10-24,SFO-HND,Airbus A380,64,1317.2,4,Clear,Routine,3
FL08195,2025-06-19,SFO-HND,Boeing 777,367,530.08,11,Clear,Delayed,5
FL08196,2025-03-15,BOM-LHR,Boeing 777,383,884.85,10,Clear,Delayed,4
FL08197,2025-11-14,BOM-LHR,Boeing 787,292,1060.86,13,Rain,Delayed,4
FL08198,2025-06-10,SFO-HND,Boeing 787,66,955.78,5,Clear,Routine,1
FL08199,2025-09-24,DEL-SFO,Boeing 787,71,707.06,95,Clear,Cleared,4
FL08200,2025-09-17,DEL-SFO,Boeing 777,293,1052.75,3,Fog,Routine,4
FL08201,2025-04-15,BOM-LHR,Boeing 787,130,285.31,26,Rain,Delayed,3
FL08202,2025-06-07,DXB-LHR,Boeing 787,193,712.38,0,Rain,Routine,1
FL08203,2025-07-01,DEL-SFO,Boeing 777,57,915.77,13,Rain,Routine,1
FL08204,2025-12-14,SFO-HND,Airbus A320,216,275.77,9,Clear,Routine,1
FL08205,2025-12-14,JFK-CDG,Airbus A380,336,884.56,12,Fog,Routine,2
FL08206,2025-03-19,DEL-SFO,Airbus A350,317,1067.82,17,Clear,Routine,4
FL08207,2025-09-05,DEL-SFO,Boeing 777,338,1199.01,22,Rain,Routine,5
FL08208,2025-06-08,DXB-LHR,Boeing 777,235,391.72,21,Clear,Routine,5
FL08209,2025-01-21,BOM-LHR,Airbus A350,61,1488.21,24,Fog,Routine,2
FL08210,2025-05-03,DEL-SFO,Airbus A350,330,1007.71,46,Rain,Routine,3
FL08211,2025-10-10,SIN-SYD,Boeing 787,353,703.99,54,Clear,Routine,4
FL08212,2025-09-28,JFK-LHR,Airbus A350,132,561.37,33,Fog,Cleared,1
FL08213,2025-10-12,SFO-HND,Airbus A380,104,966.12,2,Fog,Routine,2
FL08214,2025-06-21,SIN-SYD,Airbus A380,180,1352.14,81,Clear,Routine,1
FL08215,2025-05-17,BOM-LHR,Airbus A380,174,900.71,73,Clear,Routine,3
FL08216,2025-06-24,JFK-CDG,Airbus A380,374,1076.84,31,Rain,Delayed,5
FL08217,2025-03-16,JFK-LHR,Airbus A380,100,697.12,18,Fog,Routine,4
FL08218,2025-07-07,SIN-SYD,Boeing 787,76,735.19,7,Clear,Routine,5
FL08219,2025-10-18,JFK-LHR,Boeing 777,214,607.72,35,Clear,Delayed,4
FL08220,2025-11-22,SFO-HND,Airbus A350,330,1132.05,52,Rain,Routine,5
FL08221,2025-09-12,BOM-LHR,Boeing 777,82,698.98,27,Clear,Routine,2
FL08222,2025-05-29,DEL-SFO,Airbus A350,111,488.4,24,Clear,Routine,5
FL08223,2025-02-18,JFK-CDG,Boeing 787,194,711.75,5,Clear,Routine,4
FL08224,2025-02-09,BOM-LHR,Boeing 787,220,1317.28,11,Clear,Routine,3
FL08225,2025-05-21,JFK-LHR,Airbus A320,335,1172.82,32,Fog,Routine,4
FL08226,2025-04-07,SIN-SYD,Airbus A320,346,668.3,0,Clear,Delayed,2
FL08227,2025-10-26,SFO-HND,Boeing 787,166,1383.51,25,Clear,Routine,5
FL08228,2025-05-02,SFO-HND,Boeing 787,53,343.54,36,Clear,Routine,5
FL08229,2025-02-04,BOM-LHR,Airbus A350,115,312.19,10,Clear,Routine,5
FL08230,2025-05-04,DEL-SFO,Boeing 787,109,409.34,1,Snow,Routine,1
FL08231,2025-04-06,SIN-SYD,Boeing 777,336,395.57,42,Clear,Routine,4
FL08232,2025-06-25,DEL-SFO,Airbus A350,394,359.79,3,Rain,Urgent,5
FL08233,2025-01-17,DEL-SFO,Boeing 787,278,1076.68,11,Fog,Routine,3
FL08234,2025-09-18,SIN-SYD,Airbus A350,149,1001.05,30,Clear,Routine,3
FL08235,2025-08-21,JFK-LHR,Airbus A350,168,1059.51,42,Fog,Urgent,1
FL08236,2025-09-11,BOM-LHR,Airbus A380,118,1110.46,49,Clear,Routine,3
FL08237,2025-11-08,BOM-LHR,Airbus A320,201,1196.1,18,Rain,Routine,1
FL08238,2025-12-15,DXB-LHR,Airbus A350,329,508.97,16,Clear,Routine,5
FL08239,2025-02-11,BOM-LHR,Airbus A350,270,1027.88,47,Clear,Routine,2
FL08240,2025-05-09,SFO-HND,Airbus A380,272,975.06,20,Rain,Routine,2
FL08241,2025-01-19,JFK-LHR,Boeing 787,214,1429.58,21,Clear,Routine,2
FL08242,2025-04-27,SIN-SYD,Airbus A350,260,540.46,14,Clear,Routine,5
FL08243,2025-12-07,BOM-LHR,Airbus A380,328,323.4,11,Clear,Delayed,5
FL08244,2025-03-27,JFK-LHR,Boeing 777,112,1066.87,16,Clear,Routine,4
FL08245,2025-04-05,BOM-LHR,Airbus A380,311,1175.22,11,Clear,Delayed,3
FL08246,2025-09-12,SIN-SYD,Airbus A320,55,604.0,10,Clear,Routine,5
FL08247,2025-01-03,JFK-CDG,Airbus A320,297,963.56,126,Rain,Delayed,2
FL08248,2025-09-26,SIN-SYD,Boeing 787,278,324.42,10,Clear,Routine,2
FL08249,2025-08-16,SIN-SYD,Boeing 787,335,1450.06,7,Clear,Routine,3
FL08250,2025-08-31,SIN-SYD,Airbus A320,306,387.41,10,Rain,Routine,4
FL08251,2025-05-11,BOM-LHR,Airbus A320,112,334.46,22,Rain,Cleared,2
FL08252,2025-09-12,DXB-LHR,Airbus A350,77,305.14,60,Clear,Routine,3
FL08253,2025-04-17,SIN-SYD,Airbus A320,394,784.09,38,Rain,Routine,4
FL08254,2025-11-22,SFO-HND,Boeing 787,102,371.45,46,Clear,Routine,3
FL08255,2025-09-18,SFO-HND,Airbus A320,301,1180.81,48,Rain,Routine,4
FL08256,2025-03-11,JFK-LHR,Boeing 787,87,1373.59,63,Clear,Routine,2
FL08257,2025-04-25,DXB-LHR,Boeing 777,357,575.27,6,Clear,Routine,2
FL08258,2025-12-16,JFK-LHR,Airbus A320,383,1035.97,15,Clear,Routine,2
FL08259,2025-09-11,SFO-HND,Boeing 787,188,302.92,12,Storm,Delayed,1
FL08260,2025-03-08,DEL-SFO,Airbus A380,102,733.21,12,Clear,Routine,4
FL08261,2025-05-27,SFO-HND,Airbus A350,143,616.18,26,Fog,Routine,3
FL08262,2025-08-10,JFK-CDG,Boeing 787,143,535.77,12,Fog,Routine,3
FL08263,2025-04-10,SIN-SYD,Airbus A320,312,1055.9,23,Fog,Routine,3
FL08264,2025-01-11,DEL-SFO,Airbus A320,372,412.78,12,Clear,Routine,5
FL08265,2025-02-27,SFO-HND,Boeing 777,186,1325.89,9,Rain,Delayed,4
FL08266,2025-07-29,BOM-LHR,Airbus A380,305,1081.04,10,Clear,Routine,3
FL08267,2025-02-12,BOM-LHR,Boeing 787,86,1138.42,40,Clear,Routine,1
FL08268,2025-03-11,JFK-LHR,Airbus A380,191,1419.18,22,Clear,Delayed,2
FL08269,2025-03-08,DEL-SFO,Boeing 777,196,1427.97,91,Clear,Cleared,4
FL08270,2025-12-21,JFK-LHR,Airbus A350,57,939.57,44,Rain,Routine,5
FL08271,2025-04-04,SIN-SYD,Airbus A380,300,869.22,16,Fog,Urgent,2
FL08272,2025-02-21,SIN-SYD,Boeing 777,184,669.23,6,Clear,Routine,5
FL08273,2025-11-09,JFK-CDG,Boeing 787,108,1144.46,28,Clear,Routine,1
FL08274,2025-10-06,DXB-LHR,Airbus A350,172,922.76,32,Fog,Urgent,1
FL08275,2025-12-04,JFK-LHR,Airbus A320,312,1416.09,15,Clear,Cleared,2
FL08276,2025-01-30,SIN-SYD,Boeing 777,169,548.28,6,Fog,Routine,4
FL08277,2025-04-01,JFK-LHR,Airbus A320,308,637.82,20,Fog,Routine,5
FL08278,2025-09-19,SIN-SYD,Airbus A350,372,645.11,7,Clear,Urgent,3
FL08279,2025-03-03,SFO-HND,Boeing 777,67,1257.5,70,Rain,Routine,2
FL08280,2025-05-13,JFK-LHR,Boeing 777,350,373.8,24,Rain,Routine,1
FL08281,2025-10-22,SFO-HND,Airbus A350,141,819.56,8,Rain,Cleared,4
FL08282,2025-06-14,JFK-LHR,Boeing 787,213,784.48,6,Clear,Routine,4
FL08283,2025-08-09,DXB-LHR,Boeing 777,193,341.42,31,Rain,Routine,5
FL08284,2025-06-06,JFK-CDG,Airbus A350,384,763.5,30,Clear,Routine,5
FL08285,2025-07-23,BOM-LHR,Airbus A380,364,891.72,22,Rain,Routine,2
FL08286,2025-05-07,BOM-LHR,Airbus A320,287,331.38,23,Clear,Routine,1
FL08287,2025-01-18,BOM-LHR,Boeing 777,223,887.33,23,Clear,Routine,2
FL08288,2025-04-25,SFO-HND,Airbus A380,132,1449.05,11,Storm,Routine,1
FL08289,2025-09-07,DEL-SFO,Boeing 777,206,1473.64,69,Clear,Delayed,3
FL08290,2025-05-15,SIN-SYD,Boeing 787,158,914.6,16,Clear,Routine,5
FL08291,2025-04-14,BOM-LHR,Airbus A350,227,893.87,0,Clear,Delayed,3
FL08292,2025-11-11,DXB-LHR,Boeing 777,299,606.89,10,Clear,Routine,2
FL08293,2025-01-19,BOM-LHR,Airbus A350,302,1496.39,3,Clear,Routine,1
FL08294,2025-09-24,JFK-LHR,Boeing 777,104,592.79,11,Clear,Cleared,2
FL08295,2025-10-27,SFO-HND,Boeing 787,204,816.13,23,Clear,Routine,3
FL08296,2025-06-23,DEL-SFO,Boeing 787,140,253.67,0,Clear,Routine,3
FL08297,2025-09-18,JFK-LHR,Airbus A380,388,686.54,51,Clear,Delayed,1
FL08298,2025-03-27,DEL-SFO,Boeing 787,175,339.3,23,Clear,Routine,3
FL08299,2025-03-25,JFK-LHR,Airbus A350,386,1179.78,8,Clear,Routine,3
FL08300,2025-03-19,JFK-LHR,Boeing 787,218,951.27,9,Clear,Urgent,3
FL08301,2025-12-02,JFK-CDG,Boeing 777,188,965.21,15,Fog,Routine,2
FL08302,2025-02-23,JFK-CDG,Boeing 787,54,608.14,7,Clear,Routine,1
FL08303,2025-08-09,SIN-SYD,Airbus A350,115,1268.62,0,Rain,Urgent,2
FL08304,2025-06-08,SFO-HND,Boeing 777,160,254.09,0,Fog,Cleared,1
FL08305,2025-06-18,DXB-LHR,Airbus A380,233,667.0,11,Clear,Routine,3
FL08306,2025-06-13,DXB-LHR,Airbus A380,317,1074.37,3,Clear,Routine,3
FL08307,2025-02-20,DXB-LHR,Airbus A380,219,1384.9,0,Clear,Delayed,5
FL08308,2025-12-29,JFK-LHR,Boeing 777,293,543.27,49,Clear,Routine,3
FL08309,2025-12-18,JFK-CDG,Airbus A380,380,926.38,8,Clear,Routine,1
FL08310,2025-08-31,SFO-HND,Boeing 787,187,922.49,17,Snow,Routine,3
FL08311,2025-04-20,JFK-LHR,Boeing 777,77,1342.72,4,Clear,Routine,1
FL08312,2025-10-05,DEL-SFO,Boeing 777,56,313.15,1,Clear,Routine,3
FL08313,2025-04-21,JFK-CDG,Boeing 777,382,780.59,34,Snow,Urgent,2
FL08314,2025-11-23,JFK-CDG,Airbus A320,366,478.08,3,Rain,Routine,4
FL08315,2025-08-10,BOM-LHR,Airbus A350,100,276.92,0,Clear,Routine,3
FL08316,2025-06-28,BOM-LHR,Airbus A320,185,433.79,22,Clear,Routine,5
FL08317,2025-03-26,SFO-HND,Airbus A320,227,1470.59,0,Rain,Routine,4
FL08318,2025-06-26,DEL-SFO,Airbus A320,178,518.56,14,Clear,Routine,2
FL08319,2025-01-08,SFO-HND,Airbus A350,246,1418.79,8,Rain,Routine,5
FL08320,2025-08-20,SFO-HND,Airbus A320,316,506.57,9,Clear,Cleared,1
FL08321,2025-02-11,JFK-LHR,Airbus A380,156,1414.12,0,Clear,Delayed,5
FL08322,2025-05-30,SIN-SYD,Boeing 777,97,1068.28,83,Clear,Routine,4
FL08323,2025-10-29,SFO-HND,Boeing 777,187,391.52,18,Fog,Delayed,3
FL08324,2025-04-13,BOM-LHR,Boeing 787,152,977.39,21,Storm,Routine,1
FL08325,2025-02-23,SIN-SYD,Airbus A380,96,648.14,27,Clear,Delayed,4
FL08326,2025-11-22,JFK-LHR,Airbus A350,202,728.94,39,Clear,Urgent,5
FL08327,2025-02-24,SIN-SYD,Boeing 777,55,800.21,23,Clear,Routine,3
FL08328,2025-09-12,DXB-LHR,Airbus A320,60,778.38,35,Rain,Routine,5
FL08329,2025-03-02,DEL-SFO,Boeing 787,66,1080.14,14,Clear,Routine,2
FL08330,2025-09-29,SIN-SYD,Boeing 787,192,1210.46,11,Rain,Routine,4
FL08331,2025-08-25,SFO-HND,Boeing 777,321,661.47,43,Storm,Routine,2
FL08332,2025-02-19,JFK-LHR,Airbus A380,361,1405.45,50,Clear,Routine,5
FL08333,2025-04-01,DEL-SFO,Boeing 787,115,1423.08,3,Rain,Routine,2
FL08334,2025-05-28,SFO-HND,Boeing 777,388,300.86,19,Clear,Routine,1
FL08335,2025-12-10,DEL-SFO,Airbus A380,380,268.64,28,Clear,Urgent,1
FL08336,2025-06-17,BOM-LHR,Boeing 777,305,781.33,2,Rain,Routine,2
FL08337,2025-10-01,DXB-LHR,Boeing 777,176,988.31,66,Clear,Routine,3
FL08338,2025-11-01,BOM-LHR,Airbus A380,180,597.38,18,Snow,Routine,4
FL08339,2025-03-06,SFO-HND,Airbus A380,67,574.27,25,Clear,Routine,5
FL08340,2025-02-28,SFO-HND,Airbus A380,256,1097.92,4,Clear,Routine,2
FL08341,2025-03-01,SFO-HND,Boeing 777,138,1002.13,7,Fog,Cleared,5
FL08342,2025-06-01,JFK-CDG,Boeing 787,292,458.93,3,Rain,Routine,4
FL08343,2025-01-08,DXB-LHR,Airbus A350,399,1355.63,7,Rain,Routine,2
FL08344,2025-11-30,DEL-SFO,Airbus A350,66,1099.97,16,Clear,Routine,1
FL08345,2025-08-04,SFO-HND,Boeing 777,272,703.22,44,Clear,Urgent,1
FL08346,2025-02-19,SFO-HND,Boeing 777,259,1104.53,19,Fog,Routine,3
FL08347,2025-09-10,DEL-SFO,Boeing 787,148,390.82,7,Clear,Delayed,1
FL08348,2025-04-29,BOM-LHR,Airbus A380,62,835.32,1,Fog,Routine,5
FL08349,2025-01-24,BOM-LHR,Boeing 777,368,461.23,24,Clear,Cleared,4
FL08350,2025-01-12,SFO-HND,Airbus A320,319,301.79,13,Clear,Routine,4
FL08351,2025-10-01,JFK-LHR,Airbus A380,236,672.91,103,Clear,Routine,2
FL08352,2025-12-11,JFK-CDG,Boeing 777,323,438.42,37,Clear,Delayed,5
FL08353,2025-08-06,BOM-LHR,Airbus A320,182,1041.9,41,Snow,Routine,1
FL08354,2025-02-12,JFK-LHR,Boeing 787,63,1092.58,0,Fog,Routine,3
FL08355,2025-02-16,JFK-CDG,Airbus A320,330,435.87,37,Clear,Routine,5
FL08356,2025-09-17,SFO-HND,Boeing 777,93,280.77,5,Clear,Routine,2
FL08357,2025-05-06,DXB-LHR,Airbus A350,344,1241.01,22,Rain,Cleared,1
FL08358,2025-01-24,SIN-SYD,Boeing 777,153,252.57,14,Rain,Cleared,1
FL08359,2025-01-27,SIN-SYD,Airbus A350,111,679.89,21,Clear,Routine,2
FL08360,2025-10-30,SFO-HND,Boeing 787,102,868.23,3,Clear,Routine,3
FL08361,2025-01-23,BOM-LHR,Boeing 787,358,1273.3,15,Clear,Routine,2
FL08362,2025-04-22,JFK-LHR,Airbus A380,167,1298.2,0,Rain,Routine,5
FL08363,2025-07-19,DXB-LHR,Airbus A380,370,1156.17,1,Clear,Routine,2
FL08364,2025-08-07,DEL-SFO,Airbus A350,180,559.0,26,Rain,Routine,5
FL08365,2025-05-07,JFK-CDG,Airbus A350,348,1150.23,75,Clear,Cleared,4
FL08366,2025-04-25,SFO-HND,Boeing 787,355,558.17,37,Storm,Routine,1
FL08367,2025-01-13,DXB-LHR,Airbus A320,248,518.26,15,Clear,Delayed,5
FL08368,2025-01-19,DXB-LHR,Airbus A350,85,933.91,1,Clear,Routine,4
FL08369,2025-12-05,BOM-LHR,Airbus A350,328,1098.57,1,Clear,Routine,1
FL08370,2025-10-22,JFK-CDG,Airbus A320,265,316.31,4,Rain,Routine,1
FL08371,2025-01-16,DXB-LHR,Airbus A380,123,325.03,93,Clear,Routine,1
FL08372,2025-11-03,BOM-LHR,Airbus A380,355,1230.21,12,Fog,Urgent,5
FL08373,2025-05-01,JFK-LHR,Airbus A350,104,1324.37,46,Rain,Cleared,2
FL08374,2025-12-08,BOM-LHR,Airbus A380,61,1005.55,30,Clear,Routine,5
FL08375,2025-10-02,JFK-LHR,Airbus A380,132,786.04,23,Rain,Routine,1
FL08376,2025-03-02,JFK-LHR,Airbus A380,81,1306.65,73,Rain,Routine,3
FL08377,2025-09-17,DEL-SFO,Boeing 787,135,1161.02,6,Snow,Routine,1
FL08378,2025-06-05,DEL-SFO,Boeing 777,281,974.49,15,Fog,Routine,3
FL08379,2025-02-14,DXB-LHR,Airbus A350,324,649.7,50,Rain,Delayed,2
FL08380,2025-07-26,BOM-LHR,Airbus A350,250,497.49,20,Clear,Routine,4
FL08381,2025-08-24,DEL-SFO,Boeing 787,100,773.34,7,Snow,Routine,1
FL08382,2025-10-25,JFK-LHR,Boeing 777,369,608.53,5,Rain,Cleared,5
FL08383,2025-02-07,DEL-SFO,Boeing 777,305,674.07,34,Clear,Routine,2
FL08384,2025-06-25,JFK-CDG,Boeing 787,290,894.54,0,Clear,Routine,1
FL08385,2025-07-24,DXB-LHR,Airbus A320,254,461.37,61,Fog,Urgent,1
